series	episode	flag	alien	depiction	significance	comments	disposition	technology	formidability	conservation	class	realm	alignment	place of origin	allegiance	human stereotype	attributes	notes
tng	5x08		Rutian	mentioned	0.0	Rutian archaeological vessel was in the vicinity of Dulisian IV	0.0	4.1	4.1	NT	humanoid	terrestrial	friend	Rutia IV		human		
tng	5x08		Vulcan	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	5x08		Zakdorn	appeared	0.7		0.5	5.2	5.2	LC	humanoid	terrestrial	fed		Federation			
tng	5x09		Telurian	implied	0.0	something about the Telurian plague	0.0						unaligned					
tng	5x10		People of Bilana III	appeared	1.0	generated the soliton wave	1.0	5.1	5.1	LC	humanoid	terrestrial	friend	Bilana III	Federation			
tng	5x11		Breen	mentioned	0.0	Breen outposts located near a black cluster	-0.5	5.2	5.2	LC	humanoid	terrestrial	foe	Breen	Breen Confederacy		reclusive, warlike	
tng	5x11		Dokkaran	implied	0.0	the Temple of Kural-Hanesh	0.0						unaligned					
tng	5x11		Klingon	mentioned	0.0		0.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	5x11		Romulan	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	5x11		Tamarin	implied	0.0	"Tamarin frost was a sweet beverage
NOTE: disputed wether it should be Tamarian frost"	0.0						unaligned					
tng	5x12		Genton	mentioned	0.0	fought the Gentonian trade wars	0.0						friend					
tng	5x12		Huradan	suggested	0.0	visited by a group of Ullian telepathic historians	0.0						unaligned					
tng	5x12		Kaldran	suggested	0.0	visited by a group of Ullian telepathic historians	0.0						unaligned					
tng	5x12		Ullian	appeared	1.0		0.5	5.0	5.0	LC	humanoid	terrestrial	friend	Ullian Homeworld	Federation Ally	human	telepathic	
tng	5x14		Bajoran	mentioned	0.0		0.0	4.2	4.2	VU	humanoid	terrestrial	friend	Bajor	Federation Ally	spiritual	victims	
tng	5x14		Lysian	appeared	1.0		0.5	4.1	4.1	LC	humanoid	terrestrial	friend			human		
tng	5x14		Samarian	implied	0.0	Samarian sunset	0.0						unaligned					
tng	5x14		Satarran	appeared	1.0		-1.0	4.1	4.1	LC	humanoid	terrestrial	foe	Sothis III		human		
tng	5x15		Inhabitants of Ux-Mal	mentioned	0.5		0.0	6.0	6.0	LC	humanoid	terrestrial	unaligned					
tng	5x15		Prisoners of Mab-Bu VI	appeared	1.0	in this episode as disembodied prisoners	-1.0	0.0	6.0	CR	incorporeal	terrestrial	foe	Mab-Bu VI				
tng	5x16		Cardassian	mentioned	0.0		-0.7	5.2	5.2	LC	humanoid	terrestrial	foe	Cardassia Prime	Cardassian Union	devious	cunning, asshole, totalitarian	
tng	5x16		Klingon	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	5x17		Jnaii	appeared	1.0	species without gender, they say	0.5	4.2	4.2	NT	humanoid	terrestrial	friend	Jnaii			androgynous	
tng	5x19		Bajoran	appeared	0.5	one of the students	1.0	4.2	4.2	VU	humanoid	terrestrial	friend	Bajor	Federation Ally	spiritual	victims	
tng	5x19		Betazoid	mentioned	0.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Betazed	Federation	empathic	telepathic	
tng	5x19		Ligonian	mentioned	0.0	While Jean-Luc Picard was a cadet at Starfleet Academy, he once wrestled a Ligonian	-0.4	3.2	3.2	NT	humanoid	terrestrial	friend	Ligon II	Federation Ally	Near East antique culture	traditionalist, black	
tng	5x19		Peliar Zellian	appeared	0.0	cadet	1.0	5.2	5.2	NT	humanoid	terrestrial	fed	Peliar Zel	Federation			
tng	5x19		Vulcan	appeared	0.3	one of the instructors	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	5x20		Betazoid	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Betazed	Federation	empathic	telepathic	
tng	5x20		Koropian	mentioned	0.0	Lwaxana Troi disappeared halfway through the celebration, but returned later, dressed as a Koropian princess	0.0						unaligned					
tng	5x20		Mr. Homns Species	appeared	0.3		0.8	5.2	5.2	LC	humanoid	terrestrial	friend			human		
tng	5x20		Natives of Kostolain	appeared	1.0	uptight butt aliens, prospect huband of Lwaxana	0.5	5.1	5.1	LC	humanoid	terrestrial	friend	Kostolain	Federation Ally	prudish		
tng	5x21		Aldorian	implied	0.0	Aldorian ale	0.0						unaligned					
tng	5x21		Ferengi	appeared	0.6	coveted the prostitute	-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	5x21		Kriosian	appeared	1.0	the prostitute	0.6	4.2	4.2	VU	humanoid	terrestrial	friend	Krios Prime		human		
tng	5x21		Valtese	appeared	0.4	the recipient of the prostitute	0.5	4.2	4.2	NT	humanoid	terrestrial	friend	Valt Minor		human		
tng	5x21		Ventanan	implied	0.0	Picard owned a Ventanan thimble	0.0						unaligned					
tng	5x21		Vulcan	mentioned	0.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	5x22	C	El-Aurian	appeared	0.3		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	5x22		FGC 47 Lifeform	appeared	1.0	ghostly girl causing trouble	-0.3	0.0	6.0	LC	incorporeal	spaceborne	unaligned	FGC 47 Nebula				
tng	5x22		Kryonian	suggested	0.0	Kryonian Tiger	0.0						unaligned					
tng	5x22		Mintonian	mentioned	0.0	A Mintonian sailing ship was among the images that occurred to Guinan when viewing the nebula FGC 47	0.0						unaligned					
tng	5x22		Non-human Inhabitants of the Modean System	mentioned	0.0	The Modean system is a star system with at least one planet which contained non-humanoid inhabitants.	0.0						friend					
tng	5x22		Samarian	suggested	0.0	Samarian coral fish	0.0						unaligned					
tng	5x22		Tarcassian	suggested	0.0	Tarcassian razor beast	0.0						unaligned					
tng	5x23		Borg	appeared	1.0		-1.0	6.1	6.1	LC	cyborg	spaceborne	foe				collective	
tng	5x23	C	El-Aurian	appeared	0.4		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	5x24		Bajoran	appeared	1.0		1.0	4.2	4.2	VU	humanoid	terrestrial	friend	Bajor	Federation Ally	spiritual	victims	
tng	5x24		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	5x25		Kataan	appeared	1.0	gave Picard a flute	0.8	4.1	4.1	EX	humanoid	terrestrial	unaligned	Kataan		human		
tng	5x26		Devidian	appeared	1.0	fed on human energy, traveled in time	-1.0	6.0	6.0	LC	shapeshifter	extra-temporal	foe	Devidia II				
tng	5x26	C	El-Aurian	appeared	1.0		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	6x01		Bolian	appeared	0.1	some background character scaring Twain I think	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Bolarus IX	Federation	human	blue	
tng	6x01		Devidian	appeared	1.0	fed on human energy, traveled in time	-1.0	6.0	6.0	LC	shapeshifter	extra-temporal	foe	Devidia II				
tng	6x01	C	El-Aurian	appeared	1.0		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	6x02		Cardassian	mentioned	0.0	destroyed ferengi	-0.7	5.2	5.2	LC	humanoid	terrestrial	foe	Cardassia Prime	Cardassian Union	devious	cunning, asshole, totalitarian	
tng	6x02		Ferengi	mentioned	0.0	destroyed by cardassian	-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	6x02	NI	Quasi-energy Microbes	appeared	1.0	inside transporter stream	-0.7	0.0	1.0	NT	microbial	distortion field	unaligned					
tng	6x03		Lumerian	appeared	1.0	the evil guy, presumably Federation member	1.0	5.2	5.2	LC	humanoid	terrestrial	friend		Federation Ally	human	empathic	
tng	6x03		Natives of Rekag-Seronian	appeared	0.4	dispute with Seronian	0.2	4.0	4.0	VU	humanoid	terrestrial	friend	Rekag-Seronia	Federation Ally	human		
tng	6x04		Aldebaran	implied	0.0	Aldebaran whiskey	0.0				humanoid	terrestrial	friend	Aldebaran III	Federation Ally			
tng	6x04		Argelian	mentioned	0.0	Scotty recalled them	0.0	5.0	5.0	NT	humanoid	terrestrial	friend	Argelius II	Federation Ally	hedonistic	pacifist	
tng	6x04		Elasian	mentioned	0.0	presumably mentioned by Scotty	0.0	4.0	4.0	NT	humanoid	terrestrial	friend	Elas		arrogant		
tng	6x05		Bolian	appeared	0.1	Barber scene I think	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Bolarus IX	Federation	human	blue	
tng	6x05		Solanogen-based Lifeform	appeared	1.0	severed Rikers forearm and performed other good deeds	-1.0	6.1	6.1	LC	inorganic	subspace	foe	Tertiary Subspace Manifold			inquisitive, evil	
tng	6x06		Tagran	appeared	0.3	were assisted with cleaning up ecology	0.4	4.0	4.0	VU	humanoid	terrestrial	friend	Tagra IV	Federation Ally	human		
tng	6x06		The Q	appeared	1.0		-0.2	7.2	7.2	LC	transcendental	extra-dimensional	unaligned		Q Continuum			
tng	6x07		Buranian	mentioned	0.0	Buranian is a written language that shares similarities with Marlonian and Taguan	0.0						unaligned					
tng	6x07	C	El-Aurian	appeared	0.8		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	6x07		Ferengi	appeared	1.0	took over the Enterprise	-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	6x07		Klingon	appeared	0.6		1.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	6x07		Marlonian	mentioned	0.0	Captain Picard worked at an archeological dig, near some ancient Marlonian sites	0.0						unaligned					
tng	6x07		Taguan	mentioned	0.0	Taguan written language is often compared to Marlonian	0.0						unaligned					
tng	6x07		Tarcassian	suggested	0.0	Tarcassian Razor Beast	0.0						unaligned					
tng	6x08		Kataan	implied	0.0	Ressikan flute was featured	0.8	4.1	4.1	EX	humanoid	terrestrial	unaligned	Kataan		human		
tng	6x09		Exocomps	appeared	1.0	rat like robots	0.6	0.0	5.0	CR	machine	artificial	friend					
tng	6x09		Tyran	appeared	0.3	Jana Karson as a Tyran technician	1.0	5.1	5.1	NT	humanoid	terrestrial	friend	Tyrus VIIa	Federation Ally			
tng	6x10		Cardassian	appeared	1.0	tortured Picard!	-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Cardassia Prime	Cardassian Union	devious	cunning, asshole, totalitarian	
tng	6x10		Ferengi	appeared	0.5	smuggled the infiltrators	-0.2	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	6x10		Mizarian	appeared	0.0		0.0	5.0	5.0	LC	humanoid	terrestrial	friend	Mizar II		passive	pacifistic	
tng	6x10		Natives of Torman V	appeared	0.0	this is where they hired the shady Ferengi	-0.5	4.0	4.0	NT	humanoid	terrestrial	friend	Torman V				
tng	6x10	Y	Unnamed tng6x10 Bar Alien	appeared	0.0		0.0											
tng	6x11		Cardassian	appeared	1.0		-0.7	5.2	5.2	LC	humanoid	terrestrial	foe	Cardassia Prime	Cardassian Union	devious	cunning, asshole, totalitarian	
tng	6x11		Hebitian	mentioned	0.0	The First Hebitian Civilization was enslaved by the Cardassians, sounds like different species on MA etc.	0.0	1.2	1.2	EX	humanoid	terrestrial	unaligned	Cardassia Prime				
tng	6x11		Inhabitants of Tohvun III	mentioned	0.0	Madred claimed they had already sent a message to Tohvun III to send an observer	0.0						unaligned					
tng	6x12		Inhabitants Meles II	mentioned	0.0	Riker suggested as destination for Moriarty	0.5				humanoid	terrestrial	friend	Meles II				
tng	6x12	Y	Prof. Moriarty	appeared	1.0		-0.5	3.0	3.0	EW	holographic	virtual						
tng	6x13		Coalescent Organism	appeared	1.0		-1.0	0.0	3.1	EW	shapeshifter		foe					
tng	6x13		Haliian	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Halii	Federation	human		
tng	6x13		Klingon	appeared	1.0		0.7	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	6x14		Corvallen	appeared	0.4	Corvallen freighter was hired by members of the Romulan underground movement to transport Vice-Proconsul Mret	-0.4	4.1	4.1	LC	humanoid	terrestrial	foe				mercenaries	
tng	6x14		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	6x14		Vulcan	mentioned	0.0	Spock mentioned	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	6x15		Antican	appeared	0.0	appeared at the dom-jot table	0.0	5.0	5.0	NT	canine	terrestrial	friend	Antica	Federation Hopeful	racist	carnivirous	
tng	6x15		Inhabitants of Milika III	mentioned	0.0	Early in his career, Jean-Luc Picard led an away team on this planet to save an ambassador.	-0.9	4.2	4.2	NT	humanoid	terrestrial	friend					
tng	6x15		Inhabitants of Morikin VII	suggested	0.0	During his sophomore year in Starfleet Academy, Jean-Luc Picard was assigned for training on this planet	1.0	5.2	5.2	LC	humanoid	terrestrial	unaligned	Morikin VII	Federation Ally			
tng	6x15		Lenarian	mentioned	0.0	a group of Lenarians attacked a delegation	-0.5	5.0	5.0	LC	humanoid	terrestrial	foe					
tng	6x15	Y	Miscellaneous Bar Aliens	appeared	0.0													
tng	6x15		Nausicaan	appeared	1.0	messed up Picards heart	-0.8	5.0	5.0	LC	humanoid	terrestrial	foe	Nausicaa		belligerent		
tng	6x15		Selay	appeared	0.0	appeared at the dom-jot table	0.0	5.0	5.0	NT	reptilian	terrestrial	friend	Selay	Federation Hopeful	racist		
tng	6x15		Vulcan	appeared	0.0	Dr. Selar was featured	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	6x16		Bajoran	mentioned	0.0	the intricacies of Bajoran aqueduct management	1.0	4.2	4.2	VU	humanoid	terrestrial	friend	Bajor	Federation Ally	spiritual	victims	
tng	6x16		Klingon	appeared	1.0		0.5	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	6x16		Ktarian	mentioned	0.0	Geordi wated to see some Ktarian antiques	0.2	5.0	5.0	LC	humanoid	terrestrial	fed	Ktaris		human		
tng	6x16		Romulan	appeared	1.0		-0.6	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	6x16		Taqua Tribe of Nagor	mentioned	0.0	The Taqua tribe was among the over four thousand cultures analyzed by Data	0.0	1.1	1.1	NT	humanoid	terrestrial	unaligned	Nagor				
tng	6x16		Yridian	appeared	0.6	sold info to Worf	-0.2	4.2	4.2	LC	humanoid	terrestrial	foe			devious		
tng	6x17		Klingon	appeared	1.0		0.7	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	6x17		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	6x17		Yridian	appeared	0.4	transported Worf	-0.2	4.2	4.2	LC	humanoid	terrestrial	foe			devious		
tng	6x18		Arkarian	appeared	0.1	Arlee Reed as Arkarian waiter; hosted the array; also Arkarian horn fowl	0.5	5.1	5.1	NT	humanoid	terrestrial	friend	Arkaria	Federation Ally	human		
tng	6x18		Satlers Species	appeared	0.2	Satler was one of the terrorists					humanoid	terrestrial				human		
tng	6x18		Inhabitants of Gaspar VII	mentioned	0.0	Captain Edwell was a native of this planet	0.0	5.1	5.1	NT	humanoid	terrestrial	friend	Gaspar VII		human		
tng	6x18		Riskian	implied	0.0	Riskian cheese pastry	0.0						unaligned					
tng	6x18		Sheliak	mentioned	0.0		-0.8	5.2	5.2	LC	non-humanoid	terrestrial	foe	Shelia Star System	Sheliak Corporate		xenophobic	
tng	6x18		Tyrellian	mentioned	0.0	native to the planet Tyrellia. They are known for a form of art using lasers.	0.0	4.0	4.0	NT	humanoid	terrestrial	friend	Tyrellia				
tng	6x19		Inhabitants of Mataline II	implied	0.0	Nella Daren picked up a roll-up portable piano on Mataline II	0.0				humanoid	terrestrial	unaligned	Mataline II				
tng	6x19		Inhabitants of Thelka IV	implied	0.0	Home to a special sort of dessert.	0.0						unaligned	Thelka IV				
tng	6x19		Kataan	mentioned	0.0		0.8	4.1	4.1	EX	humanoid	terrestrial	unaligned	Kataan		human		
tng	6x19		Kerelian	mentioned	0.0	Nella Daren described the voice of one Kerelian tenor	0.0				humanoid	terrestrial	unaligned					
tng	6x19		Natives of Landris II	implied	0.0	The planet was a major archaeological	0.0			EX		terrestrial	unaligned	Landris II				
tng	6x20		Al-Leyan	implied	0.0	Richard Galen wanted to gain passage to Caere on an Al-Leyan transport.	0.0						unaligned					
tng	6x20		Atalia	suggested	0.0	Atalia VII was the site of a diplomatic conference in 2369.	0.0						unaligned	Atalia VII				
tng	6x20		Cardassian	appeared	1.0		-0.7	5.2	5.2	LC	humanoid	terrestrial	foe	Cardassia Prime	Cardassian Union	devious	cunning, asshole, totalitarian	
tng	6x20		Klingon	appeared	1.0		-0.3	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	6x20		Kurlan	mentioned	0.1	Kurlan naiskos artifact	0.0	1.1	1.1	EX	humanoid	terrestrial	unaligned	Kurl				
tng	6x20		Natives of YaSeem	mentioned	0.0	Major archaeological site	0.0			EX	humanoid	terrestrial	friend	YaSeem				
tng	6x20		Primordial Humanoid	depicted	1.0		0.0	6.0	6.0	EX	humanoid	terrestrial	unaligned			human		
tng	6x20		Romulan	appeared	1.0		-0.8	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	6x20		Satarran	mentioned	0.0	Hate mysteries	-1.0	4.1	4.1	LC	humanoid	terrestrial	foe	Sothis III		human		
tng	6x20		Vulcan	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	6x20		Yash-El	mentioned	0.0	The night blessing of the Yash-El was "Dream not of today."	0.0			EX	humanoid	terrestrial	unaligned					
tng	6x20		Yridian	appeared	0.2		-0.6	4.2	4.2	LC	humanoid	terrestrial	foe			devious		
tng	6x21		Tilonian	appeared	1.0	mind-fucked Riker	-0.7	4.1	4.1	NT	humanoid	terrestrial	foe	Tilonus IV	Federation Ally	human		
tng	6x22	C	El-Aurian	appeared	0.2		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	6x22		Ferengi	appeared	1.0		0.5	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	6x22		Klingon	appeared	1.0		0.4	5.2	5.2	LC	humanoid	terrestrial	friend	Chronos	Klingon Empire	human	telepathic	
tng	6x22		Takaran	appeared	1.0	JoBril	-0.8	5.2	5.2	LC	humanoid	terrestrial	friend	Takara			strange internal physiology	
tng	6x22		Vulcan	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	6x23		Klingon	appeared	1.0		0.7	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	6x23		Romulan	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	6x25		Devidian	mentioned	1.0	fed on human energy, traveled in time	-1.0	6.0	6.0	LC	shapeshifter	extra-temporal	foe	Devidia II				
tng	6x25		Ktarian	mentioned	0.0	Doctor Mizan was a Ktarian exobiologist	0.2	5.0	5.0	LC	humanoid	terrestrial	fed	Ktaris		human		
tng	6x25		Quantum Singularity Lifeform	appeared	1.0	Appeared in Romulan form	-0.2	0.0	5.2	LC	incorporeal	spaceborne	unaligned					
tng	6x25		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	6x26		Borg	appeared	1.0		-1.0	6.1	6.1	LC	cyborg	spaceborne	foe				collective	
tng	6x26		Ferengi	mentioned	0.0		-0.7	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	6x26		Klingon	mentioned	0.0		0.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	6x26	Y	Soong Type Android	appeared	1.0	Lore	-1.0	5.2	5.2	EW	android	terrestrial						
tng	7x01		Borg	appeared	1.0		-1.0	6.1	6.1	LC	cyborg	spaceborne	foe				collective	
tng	7x02		Iyaaran	appeared	1.0	weirdos that played games on the Enterprise to study them	-0.2	5.2	5.2	LC	humanoid	terrestrial	friend	Iyar	Federation Ally		stoic	
tng	7x02		Ktarian	implied	0.0	Ktarian chocolate puff	0.0	5.0	5.0	LC	humanoid	terrestrial	fed	Ktaris	Federation	human		
tng	7x02		Tarvokian	implied	0.0	Tarvokian powder cake	0.0						unaligned					
tng	7x02		Terellian	mentioned	0.1	woman claimed to be survivor of Terellian cargo freighter crash	0.0	4.1	4.1	LC	humanoid	terrestrial	unaligned			human		
tng	7x03		Breen	mentioned	0.0		-0.4	5.2	5.2	LC	humanoid	terrestrial	foe		Breen Confederacy		reclusive, warlike	
tng	7x03		Doosodarian	mentioned	0.0	_their poetry was characterized by empty spaces called lacunaeî	0.0			EX	humanoid	terrestrial	unaligned					
tng	7x03		Ferengi	appeared	0.0	dont remember them here...	-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	7x03		Subspace Beings of Marijne VII	appeared	1.0	_Marijine VII was a gas giant planet. It was the site where the USS Raman was lost. Subspace beings living around the planet were responsible for the accidental death of the crewî	-0.3	0.0	4.0	NT	incorporeal	subspace	foe	Marijne VII				
tng	7x03		Vulcan	appeared	0.1	something about a funeral on Vulcan	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	7x04		Debrune	mentioned	0.0	_The Debrune were an ancient offshoot of the Romulans. _	0.0	4.1	4.1	EX	humanoid	terrestrial	unaligned				offshoot of the Romulans	
tng	7x04	Y	Miscellaneous Bar Aliens	appeared	0.0		0.0											
tng	7x04		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	7x04		Sakethan	mentioned	0.1	_Sakethan burial mounds; Sakethan glyph stoneî	0.0	1.2	1.2	EX	humanoid	terrestrial	unaligned	Calder II				
tng	7x04		Yridian	appeared	1.0		-0.5	4.2	4.2	LC	humanoid	terrestrial	foe			devious		
tng	7x04		Arctus Barans Species	appeared	1.0	Commanded a mercenary ship					humanoid	terrestrial	unaligned					
tng	7x04		Boslic	appeared	0.2	Narik the marauder	-0.8				humanoid	terrestrial						
tng	7x04		Vekors Species	appeared	0.2	Vekor the marauder	-0.8				humanoid	terrestrial						
tng	7x05		Cardassian	mentioned	0.0		-0.7	5.2	5.2	LC	humanoid	terrestrial	foe		Cardassian Union			
tng	7x05		Ferengi	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	7x05		Klingon	appeared	0.3	was to receive the artifact	-0.5	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	7x05		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	7x05		Vulcan	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	7x05		Arctus Barans Species	appeared	1.0	Commanded a mercenary ship					humanoid	terrestrial	unaligned					
tng	7x05		Boslic	appeared	0.2	Narik the marauder	-0.8				humanoid	terrestrial						
tng	7x05		Vekors Species	appeared	0.2	Vekor the marauder	-0.8				humanoid	terrestrial						
tng	7x06	NI	Interphasic Parasites	appeared	1.0		-1.0	0.0	0.0	LC	interphasic	host	unaligned					
tng	7x07		Betazoid	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Betazed	Federation	empathic	telepathic	
tng	7x07		Cairn	appeared	1.0	mute telepathic, tried to integrate with the Federation	1.0	5.1	5.1	NT	humanoid	terrestrial	friend		Federation Hopeful		telepathic, non-verbal communication	
tng	7x07		Mr. Homns Species	mentioned	0.5		0.8	5.2	5.2	LC	humanoid	terrestrial	friend			human		
tng	7x07		Natives of Folnar	suggested	0.0	Folnar jewel plant	0.0						unaligned					
tng	7x08		Kesprytt	appeared	1.0	_two rivaling nation-states known as the Kes and the Prytt.î	-0.5	5.0	5.0	NT	humanoid	terrestrial	friend	Kesprytt III	Federation Hopeful	human		
tng	7x08		Mintakan	mentioned	0.0	Mintakan tapestry	0.0	2.0	2.0	NT	humanoid	terrestrial	friend	Mintaka III		logical	proto-Vulcan humanoid, logical, rational	
tng	7x08		Vulcan	mentioned	0.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	7x09		Cardassian	mentioned	0.0	_Troi wonders if the Ferengi or the Cardassians will be willingî	-0.4	5.2	5.2	LC	humanoid	terrestrial	foe		Cardassian Union			
tng	7x09		Ferengi	appeared	1.0	space fight	-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	7x09		Hekaran	appeared	1.0	scientists / environmental activists	1.0	5.1	5.1	NT	humanoid	terrestrial	fed	Hekaras II	Federation	human		
tng	7x09		Klingon	mentioned	0.0	_the Klingons will observe the restrictions _	0.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	7x09		Romulan	mentioned	0.0	_but the Romulans will not,î	-0.6	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	7x10		Atrean	appeared	0.9	_Atrea IVs molten core was cooling, which was creating major seismic _	0.5	4.0	4.0	EN	humanoid	terrestrial	friend	Atrea IV				
tng	7x10		Corvallen	mentioned	0.0	_one of the witnesses to Noonian Soong and Juliana ODonnells weddingî	0.0	4.1	4.1	LC	humanoid	terrestrial	foe				mercenaries	
tng	7x10		Crystalline Entity	mentioned	0.3		-0.9	0.0	5.0	EX	crystalline	spaceborne	foe				vampiric	
tng	7x10		Inhabitants of Mavala IV	implied	0.0	_The planetary government was overthrown sometime after 2328, which led to many documents being lost including the Soongs wedding certificate.î	0.0						unaligned					
tng	7x10		Klingon	mentioned	0.0		0.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	7x11		Bajoran	appeared	0.1	_According to Troi, the Bajorans have become very aggressive since overpowering the Cardassiansî	-0.8	4.2	4.2	VU	humanoid	terrestrial	friend	Bajor	Federation Ally	spiritual	victims	
tng	7x11		Borg	mentioned	0.1	_The Federations gone! The Borg is everywhere!î	-1.0	6.1	6.1	LC	cyborg	spaceborne	foe				collective	
